X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.0047531108868,38.9181658000392,30217974,38.918155,-77.004746,Rhode Island Ave & V St NE,classic,250,active,2022/04/16 04:32:41+00,9,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0139153097856,38.8922840731312,30217975,38.892275,-77.013917,Constitution Ave & 2nd St NW/DOL,classic,251,active,2022/04/15 23:26:46+00,17,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,27,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0137759634374,38.8869871639939,30217976,38.886978,-77.013769,Washington & Independence Ave SW/HHS,classic,252,active,2022/04/15 20:29:08+00,26,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0257632196505,38.8873184449594,30217977,38.887312,-77.025762,Independence Ave & L'Enfant Plaza SW/DOE,classic,253,active,2022/04/16 04:39:43+00,9,0,5,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-76.9971998531366,38.9275074939582,30217978,38.927497,-76.997194,Hamlin & 7th St NE,classic,254,active,2022/04/16 00:22:13+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0866026709251,38.8624890436952,30217979,38.862478,-77.086599,Columbia Pike & S Walter Reed Dr,classic,255,active,2022/04/15 20:31:59+00,10,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.111526955258,38.8563241471585,30217980,38.856319,-77.11153,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,classic,256,active,2022/04/15 22:56:17+00,0,0,15,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.1079097156422,38.8718310420981,30217981,38.871822,-77.107906,Pershing Dr & N George Mason Dr,classic,257,active,2022/04/15 22:33:42+00,5,0,6,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0230863185261,38.9854103725016,30217982,38.985404,-77.023082,Fenton St & New York Ave ,classic,258,active,2022/04/15 23:27:28+00,12,1,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0974225751283,38.9811111883525,30217983,38.981103,-77.097426,Bethesda Ave & Arlington Rd,classic,259,active,2022/04/15 19:30:43+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0922094342724,38.9838449060402,30217984,38.983838,-77.09221,Montgomery Ave & Waverly St ,classic,260,active,2022/04/15 04:58:58+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1926731377633,39.0963241320694,30217985,39.096312,-77.192672,Fallsgrove Blvd & Fallsgrove Dr,classic,261,active,2022/04/15 12:16:57+00,13,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.2025035281608,39.0937943155045,30217986,39.093783,-77.202501,Traville Gateway Dr & Gudelsky Dr,classic,262,active,2022/04/15 04:58:59+00,17,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.096544000692,38.9885707218534,30217987,38.988562,-77.096539,Norfolk Ave & Fairmont St,classic,263,active,2022/04/16 01:10:31+00,10,0,1,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1512969781403,39.0841339739182,30217988,39.084125,-77.151291,E Montgomery Ave & Maryland Ave,classic,264,active,2022/04/15 09:18:54+00,10,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0980343369186,38.9895513772475,30217989,38.98954,-77.098029,Cordell & Norfolk Ave,classic,265,active,2022/04/15 14:54:00+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1452160598871,39.0947801385674,30217990,39.094772,-77.145213,Frederick Ave & Horners Ln,classic,266,active,2022/04/15 19:07:23+00,6,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,9,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0113358910121,38.9812863386586,30217991,38.98128,-77.011336,Philadelphia & Maple Ave,classic,267,active,2022/04/15 14:47:00+00,7,0,7,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0063156136688,38.9836378624587,30217992,38.983627,-77.006311,Maple & Ritchie Ave,classic,268,active,2022/04/15 15:48:23+00,1,0,18,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0291268210315,38.9952639991028,30217993,38.995256,-77.029124,Silver Spring Metro / Colesville Rd & Wayne Ave,classic,269,active,2022/04/15 18:40:51+00,12,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0953714651254,38.9835360909159,30217994,38.983525,-77.095367,Montgomery & East Ln,classic,270,active,2022/04/15 14:06:49+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0859964034746,38.9617704442885,30217995,38.961763,-77.085998,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,classic,271,active,2022/04/15 21:20:39+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0318871674976,38.9210802440205,30217996,38.921074,-77.031887,14th & Belmont St NW,classic,272,active,2022/04/16 06:28:28+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0023993070789,38.8750158010488,30217997,38.87501,-77.0024,3rd & Tingey St SE,classic,273,active,2022/04/16 06:23:11+00,17,0,1,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0256713873001,38.9203971420929,30217998,38.920387,-77.025672,10th & Florida Ave NW,classic,274,active,2022/04/16 02:58:29+00,5,0,12,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-76.9944705517435,38.8767453074289,30217999,38.876737,-76.994468,Potomac Ave & 8th St SE,classic,275,active,2022/04/15 20:39:04+00,13,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.1880109743653,39.0993854212064,30218000,39.099376,-77.188014,Fallsgrove Dr & W Montgomery Ave,classic,277,active,2022/04/15 08:52:40+00,11,0,4,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.1491693402255,39.0836772934049,30218001,39.083673,-77.149162,Monroe St & Monroe Pl,classic,278,active,2022/04/15 18:37:55+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.157417418536,39.1235178378372,30218002,39.123513,-77.15741,Needwood Rd & Eagles Head Ct,classic,279,active,2022/04/15 12:51:40+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0293556291835,38.9902553831062,30218003,38.990249,-77.02935,East West Hwy & Blair Mill Rd,classic,280,active,2022/04/15 16:26:44+00,11,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0919883614544,38.9824668222766,30218004,38.982456,-77.091991,47th & Elm St,classic,282,active,2022/04/15 21:04:33+00,14,0,1,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0445679361956,39.0253914522364,30218005,39.025387,-77.044563,Dennis Ave & Amherst Ave,classic,283,active,2022/04/15 04:59:01+00,9,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1590551057309,39.0956719748197,30218006,39.095661,-77.159048,Montgomery College / W Campus Dr & Mannakee St,classic,284,active,2022/04/15 04:58:57+00,20,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,21,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0238610817091,38.9897341572143,30218007,38.989724,-77.023854,Fenton St & Gist Ave,classic,285,active,2022/04/15 14:06:08+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0112079483746,38.9750076175487,30218008,38.975,-77.01121,Carroll & Westmoreland Ave,classic,286,active,2022/04/15 17:44:58+00,7,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0064766801724,38.977944657977,30218009,38.977933,-77.006472,Carroll & Ethan Allen Ave,classic,287,active,2022/04/16 04:55:16+00,13,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1001044635642,38.9923872093137,30218010,38.992375,-77.100104,Battery Ln & Trolley Trail,classic,288,active,2022/04/15 22:03:26+00,10,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1002405348773,38.9906485089211,30218011,38.990639,-77.100239,Norfolk & Rugby Ave,classic,289,active,2022/04/16 02:12:18+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0945896319286,38.9771048519798,30218012,38.977093,-77.094589,Offutt Ln & Chevy Chase Dr,classic,290,active,2022/04/15 17:55:47+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1413762389982,39.0763364016162,30218013,39.076331,-77.141378,Fleet St & Ritchie Pkwy,classic,293,active,2022/04/15 14:45:54+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.1770933341984,39.1022219365466,30218014,39.102212,-77.177091,Piccard & W Gude Dr,classic,294,active,2022/04/15 17:47:55+00,8,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0303730086023,38.9940385675355,30218015,38.994035,-77.030371,Silver Spring Transit Center - Top Level,classic,295,active,2022/04/15 14:23:59+00,7,0,7,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0315528107399,38.9993981294392,30218016,38.999388,-77.031555,Georgia Ave & Spring St,classic,296,active,2022/04/15 20:24:01+00,3,0,5,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0256066576798,38.9970394366543,30218017,38.997033,-77.025608,Fenton St & Ellsworth Dr ,classic,297,active,2022/04/15 21:19:22+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1714932105212,39.1146973121039,30218018,39.114688,-77.171487,King Farm Blvd & Pleasant Dr,classic,298,active,2022/04/16 00:59:16+00,10,0,8,3,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,18,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.1826749704153,39.1103205549823,30218019,39.110314,-77.182669,King Farm Blvd & Piccard Dr,classic,299,active,2022/04/15 17:02:40+00,11,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0500512035051,38.9235871982823,30218020,38.923583,-77.050046,Calvert St & Woodley Pl NW,classic,301,active,2022/04/16 03:27:27+00,14,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0153594195256,38.9073368628773,30218021,38.907333,-77.01536,New Jersey Ave & N St NW/Dunbar HS,classic,302,active,2022/04/16 02:09:53+00,11,0,6,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-76.9318605064336,38.8985438635143,30218022,38.898536,-76.931862,Nannie Helen Burroughs Ave & 49th St NE,classic,303,active,2022/04/15 19:09:32+00,0,0,11,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-76.9330962071975,38.9084807955049,30218023,38.908473,-76.933099,Deanwood Rec Center,classic,304,active,2022/04/15 17:03:39+00,8,0,7,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0302316040331,38.8784441116416,30218024,38.878433,-77.03023,Hains Point/Buckeye & Ohio Dr SW,classic,305,active,2022/04/15 20:48:00+00,8,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0892322957314,38.8737655987281,30218025,38.873755,-77.089233,Arlington Blvd & Fillmore St,classic,306,active,2022/04/15 22:11:56+00,6,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0542832753977,38.8627607784955,30218026,38.862753,-77.05428,Eads St & 12th St S,classic,307,active,2022/04/16 01:24:17+00,5,0,10,2,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.1096502698995,38.9996392593226,30218027,38.999634,-77.109647,Old Georgetown Rd & Southwick St,classic,308,active,2022/04/15 21:55:16+00,17,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.088660961251,38.9611558924745,30218028,38.96115,-77.088659,Friendship Blvd & Willard Ave,classic,309,active,2022/04/15 20:13:44+00,17,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.0089135418544,38.8997074561938,30218029,38.899703,-77.008911,North Capitol St & G Pl NE,classic,310,active,2022/04/15 23:03:29+00,8,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0934836893771,38.8378546568809,30218030,38.837846,-77.093478,31st St & S Woodrow St,classic,311,active,2022/04/15 19:15:25+00,8,0,3,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0821098712049,38.8732303195814,30218031,38.873219,-77.082104,Washington Blvd & Walter Reed Dr ,classic,312,active,2022/04/15 22:59:10+00,8,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0955992356069,38.8694275148623,30218032,38.869418,-77.095596,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,classic,313,active,2022/04/15 21:55:12+00,7,0,8,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0619790333855,38.9411476827106,30218033,38.941139,-77.061977,Connecticut Ave & Tilden St NW,classic,314,active,2022/04/15 21:35:34+00,12,0,1,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.1964488648481,39.1031008884906,30218034,39.103091,-77.196442,Medical Center Dr & Key West Ave,classic,315,active,2022/04/15 04:59:04+00,14,0,1,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.1966418727454,39.0976417150455,30218035,39.097636,-77.196636,Shady Grove Hospital,classic,316,active,2022/04/15 04:58:58+00,15,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0238982997208,38.9974541749228,30218036,38.997445,-77.023894,Veterans Pl & Pershing Dr ,classic,317,active,2022/04/15 11:25:24+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1458095054079,39.0854020573601,30218037,39.085394,-77.145803,Rockville Metro East,classic,318,active,2022/04/15 04:59:06+00,11,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,13,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.0121069504216,38.9003647791389,30218038,38.900358,-77.012108,1st & H St NW,classic,319,active,2022/04/16 00:25:28+00,9,0,4,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.00272493999,38.9523793942396,30218039,38.952369,-77.002721,Fort Totten Metro,classic,320,active,2022/04/15 18:13:43+00,16,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0168627610444,38.9752231363529,30218040,38.975219,-77.016855,Takoma Metro,classic,321,active,2022/04/15 23:46:00+00,17,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-76.9958739936577,38.9206881559848,30218041,38.920682,-76.995876,Rhode Island Ave Metro,classic,322,active,2022/04/16 00:43:00+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/04/16 06:30:46+00,,"Washington, DC"
-77.0761333000409,38.866478060886,30218042,38.866471,-77.076131,Rolfe St & 9th St S,classic,323,active,2022/04/15 22:32:53+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.0886610613915,38.8406600501322,30218043,38.840654,-77.088659,S Randolph St & Campbell Ave,classic,324,active,2022/04/15 22:43:52+00,2,0,13,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/04/16 06:30:46+00,,"Arlington, VA"
-77.1660935813504,39.1197765714421,30218044,39.119765,-77.166093,Shady Grove Metro West,classic,325,active,2022/04/16 00:54:54+00,17,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
-77.1033776051056,38.9649993416759,30218045,38.964992,-77.103381,River Rd & Landy Ln,classic,326,active,2022/04/15 18:27:19+00,15,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2022/04/16 06:30:46+00,,"Montgomery County, MD (South)"
-77.1468707604189,39.0843828244445,30218046,39.084379,-77.146866,Rockville Metro West,classic,327,active,2022/04/15 15:22:01+00,8,0,10,2,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2022/04/16 06:30:46+00,,"Montgomery County, MD (North)"
